post,ans1,severity1,bully1,ans2,severity2,bully2,ans3,severity3,bully3
Q: YOOOOOOO ! dESE PPl tAWk SHiT ON yO iShh<br>A: lol no,No,0,,No,0,,Yes,2,Dese Pll tawk shit on yo
Q: yu a dam lyee mikey yu kno ya mom behh tearn ya asz up.<br>A: lmfao wea yew get dat from,Yes,4,"""""""""""""""ya mom behh tearn ya asz up."""""""" Your mother had better tear your ass up, I think it says. Something about that person's mother.""""""",Yes,3,"""""""""""""""yu a dam lyee mikey yu kno ya mom behh tearn ya asz up"""""""".""""""",Yes,3,ya mom behh tearn ya asz up
Q: Yuh $h@t3z l!n3c!@ n j!k3r!@ luuk lyk tr!pl3t$ n yo m@ iz pr3c!0u$ fr0m d@ m0v!3<br>A: iDnt undastand wat ya saying,No,0,,Yes,4,-Yuh $h@t3z l!n3c!@ n j!k3r!@ luuk lyk tr!pl3t$ n yo m@ iz pr3c!0u$ fr0m d@ m0v!3,No,0,
Q: yUh (!R(UM3D $!zEd?<br>A: wat???,No,0,,No,,,Yes,6,yUh (!R(UM3D $!zEd
Q: Yuh a cocky boi? I lyk dhat<br>A: lol iKno dat,Yes,0,Yuh a cocky boi,No,0,,No,0,
Q: YUH FUCKIN S3XI ASZ LIP BITIN NIGGA<br>A: Thankz,Yes,5,YUH FUCKIN S3XI ASZ LIP BITIN NIGGA,Yes,10,YUH FUCKIN S3XI ASZ LIP BITIN NIGGA,No,0,
Q: yuh n333d @ d!(K iN y0 m0utH<br>A: datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish...nd kum swallow my bulletz hoe !!!!!,No,0,,Yes,8,'yuh n333d @ d!(K iN y0 m0utH' 'datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish...nd kum swallow my bulletz hoe',Yes,9,datz wat yo mom need bxtch ass hoe hoop da fuk up off mi ish...nd kum swallow my bulletz hoe
Q: yuh qo widddd sh@t3zZZz/????<br>A: yea iDo go wid shorties,No,0,,Yes,6,go wid shorties,No,0,
Q: Yuh styll feelinme<br>A: Who iz yew...if yew a female nd not ugly iWud feel yew anytyme,Yes,2,ugly,No,0,,No,0,
Q: yuu kno yuu so lame? ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo<br>A: bxtch have yew seen yo self r ya ugly ass,Yes,6,-ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo -bxtch have yew seen yo self r ya ugly ass,Yes,5,bxtch have yew seen yo self r ya ugly ass,Yes,2,bxtch
Q: are you ready to get beat in a game of soccer? (;<br>A: By who? Dina sucks at soccer so its not her!:P,No,,,Yes,1,Dina sucks at soccer,No,0,
Q: does the guy u are with at lunch and u talk to does he have a gf =)<br>A: Ask him krista I don't know his life. Get the fuck off of my formspring your so annoying,Yes,7,Get the fuck off of,No,0,,No,0,
Q: FUCK YOU YOU SON <br>A: Mhm! By who? Haha don't be anonymous pussy.,Yes,6,,Yes,10,'fuck you',Yes,3,FUCK YOU YOU SON
Q: hello mr gay fuck<br>A: What's up mr. pussy?(: Say shit to my face.,Yes,8,"""""""Gay, Fuck, Pussy, Shit""""""",Yes,9,'gay fuck',Yes,4,"""""""""""""""gay fuck"""""""" """"""""say shit to my face"""""""""""""""
Q: i am being for realr This is Tatum.<br>A: Thats cool IDGAF who you are!! Get off my dick like for real!! Later,Yes,2,IDGAF who you are!! Get off my dick like for real,No,3,The answer is hostile. It sounds like the answerer is being harrassed,Yes,4,"""""""""""""""Thats cool IDGAF who you are!! Get off my dick like for real!!"""""""""""""""
Q: I wanna fuck you.<br>A: Oh? Thank you!,Yes,2,'I wanna fuck you.',Yes,7,fuck you,Yes,10,I wanna fuck you
Q: Josh!!!! you are a desparate little guy<br>A: Am I?? Tell how im desperate? Please I would really like to know.,Yes,2,desparate,No,,,No,0,
Q: lol ok now ur just straight up lying. faggot.<br>A: Yahhhhhhhh cause you know my whole life right? Get off my formspring and stop asking anonymously pussy duecessss!,Yes,5,"""""""""""""""faggot""""""""""""""",Yes,4,faggot,Yes,8,'ur just straight up lying. faggot' 'anonymously pussy duecessss'
Q: looks like you can talk..but can you follow up on what your saying?<br>A: Of course I can duhh! You suck at soccer sukka!,No,,,Yes,2,you suck at soccer,No,0,
Q: mhhm sureee. thats why i made varsity? and you didnt?? thought soo :)<br>A: There is a differene though. Girls is easier to make than boys.,No,0,,Yes,1,you didn't,No,0,
Q: ok this is tatum krista&#39;s friend this is her profile thing and i wanted to go on hers cuz she told me she had ?s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you<br>A: Haha whateverrrr dude you don't even know anything she does. I don't even fucking know you! You don't even fucking know me! Like seriously get the fuck off of my profile like for real im done with her bullshit it's fucking annoying. You can ask anybody ask any of my friends. She is fucking obsessed GOODBYE!!,Yes,7,"""""""""""""""I don't even fucking know you! You don't even fucking know me! Like seriously get the fuck off of my profile""""""""""""""",Yes,9,like seriously get off my profile like for real I'm done with her bullshit it's fucking annoying,Yes,7,. I don't even fucking know you! You don't even fucking know me! Like seriously get the fuck off of my profile like for real im done with her bullshit it's fucking annoying. You can ask anybody ask any of my friends. She is fucking obsessed GOODBYE!!
Q: pfft..are you forreall? i am a beast at soccer(: watch me beat you!<br>A: You can stay in your dream land that your in hahhaa,No,0,,Yes,1,me beat you,No,0,
Q: PRANK CALL THIS PERSON  THERE NAME IS MELODY. 614-735-8024<br>A: Lol im good. Why?,No,0,,No,0,,Yes,9,"""""""PRANK CALL THIS PERSON, THERE NAME IS MELODY. 614-735-8024"""""""
Q: see i told u tht u r a playa. stop playing girls u cunt..<br>A: Yuup say shit to me in person not over formspring bitch.,Yes,5,cunt,Yes,10,"""""""Cunt, Shit, Bitch""""""",Yes,10,"""""""""""""""I told you that ur a playa""""""""  """"""""u cunt""""""""  """""""" bitch"""""""""""""""
Q: she is not OBSESSED with yor and ya i know like everything about her and she knows like everything about me we are like sisters but not really but we seem like it i can do what ever the fuck i want<br>A: Ha I will juss block you. Dueces crazy ass bitch.,Yes,4,dueces crazy ass bitch,No,0,,Yes,1,i can do what ever the fuck i want - Ha I will juss block you. Dueces crazy ass bitch
Q: that was me and a couple of friends from lucas oil<br>A: Peace bitch!,No,0,,No,0,,Yes,2,peace bitch!
Q: This is not &quot;Krista&quot; for the last time I have no flippen idea who &quot;krista&quot; is<br>A: Your fucking stupid!!! You didn't put your name as annonimus fucking retard!!! Fucking leave me alone stupid kunt dueces!!,Yes,2,Your fucking stupid!!! You didn't put your name as annonimus fucking retard!!!,Yes,6,Your fucking stupid!!! You didn't put your name as annonimus fucking retard!!! Fucking leave me alone stupid kunt dueces!!,Yes,8,-Your fucking stupid!!! -You didn't put your name as annonimus fucking retard!!! -kunt dueces!!
Q: thx 4 not talking to me anymore.<br>A: Uhm? Thanks?,Yes,4,thx 4 not talking to me anymore.,No,0,,No,0,
Q: u kno u want to fuck me.<br>A: Hahh who is this?,No,0,,Yes,7,fuck me,Yes,2,u kno u want to fuck me
Q: what are you doing?<br>A: Your mom(; Lol jk just answering questions wbu?,No,0,,Yes,2,Your mom,No,0,
Q: who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;<br>A: Im not stupid. Fucking leave me alone your a crazy bitch that needs to get over me. Stop texting me every second of the fucking day! EVERYONE THAT IS READING THIS< KRISTA IS AN ANNOYING BITCH THAT IS OBSESSED WITH ME AND SPREADS RUMORS ABOUT ME BECAUSE I DONT LIKE HER. I FUCKING HATE HER!! LEAVE ME THE FUCK ALONE!,Yes,10,"""""""Fucking leave me alone your a crazy bitch that needs to get over me, KRISTA IS AN ANNOYING BITCH THAT IS OBSESSED WITH ME AND SPREADS RUMORS ABOUT ME BECAUSE I DONT LIKE HER, I FUCKING HATE HER!! LEAVE ME THE FUCK ALONE!""""""",Yes,8,"""""""Fucking leave me alone your a crazy bitch, ANNOYING BITCH, I DONT LIKE HER. I FUCKING HATE HER!! LEAVE ME THE FUCK ALONE!""""""",Yes,10,"""""""Annoying Bitch, crazy bitch, fucking, hate her"""""""
Q: why do u hate ________ now?<br>A: Can you put a name in there please?,No,0,,Yes,1,why do u hate ________ now,No,0,
Q: wow ur girl &quot;dani&quot; has a lot of guys on her top...but i&#39;m sure u have nothing to worry about. (;<br>A: Nope I don't have anything to worry about dina. Because I trust her.,Yes,2,lot of guys on her top,No,0,,Yes,4,"""""""ur girl """"""""dani"""""""" has a lot of guys on her top...but i'm sure u have nothing to worry about. (;"""""""
Q: y do u lyk a new girl every week..what happened 2 Dina???<br>A: I like her  but she pushed me away. Sooo enough about girls.,No,0,,Yes,2,y do u lyk a new girl every week..,No,0,
Q: ya i know cuz i am letting you know who this is. r my name is Tatum Not &quot;krista&quot;<br>A: Your fucking stupid like seriously mentally retarded stupid! Laterrrzzz,Yes,3,Your fucking stupid like seriously mentally retarded stupid!,Yes,9,your fucking stupid like seriously mentally retarded stupid,Yes,7,"""""""fucking stupid, seriously mentally retarded stupid"""""""
Q: YOU ARE MEAN<br>A: Thanks,Yes,5,YOU ARE MEAN,No,,,Yes,1,mean
Q: &quot;we dont want you in texas  and oh looks like your old friends dont want you. sucks for you&quot;... Tabi  you are wrong... we dont want YOU in Texas     Jordin we can keep :)<br>A: uhhhhhhhhhhhhhhhhh? good thing i said that and all hahhahaha,,0,,No,0,,Yes,7,"""""""we dont want you in texas, and oh looks like your old friends dont want you. sucks for you"""""""
Q: .. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W&#39;ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave<br>A: haha okay jordin,Yes,8,"""""""your a bitch, hoeee""""""",Yes,8,'STFU' 'your a bitch' 'HOEEE',Yes,8,"""""""STFU TABI, but your a bitch annd need to go back to Idaho .. HOEEE, soooo leave"""""""
Q: ...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!!<br>A: i would if i could. and texas is a state. if you want me gone so bad buy me a plane ticket hoe.,Yes,8,just leave,Yes,2,Texas doesnt want you here anymore  just leave,Yes,4,If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!! A: i would if i could. and texas is a state. if you want me gone so bad buy me a plane ticket hoe.
Q: A girl name Tarren has half of your pics.  WTF is going on<br>A: then she is a fake  give me her link.,No,0,,Yes,4,wtf and give me her link,No,0,
Q: ahhhhh>:/ i love how theese are all questions afer *I* pointed that out. copiers!!!! sheeesh. hhaha ima trend setter :D<br>A: hahahaha you are you are <3,No,0,,No,0,,Yes,1,copiers
Q: Any chance if I have a shot with you? I LOVE girls drugs and sex!  So tell Justin boy to fuck off? Pryce<br>A: i dont really no what to say to this.. :/r justin is my friend and im not going to say that to him.r andddd........,Yes,4,so tell justin boy to fuck off,No,0,,Yes,4,so tell justin boy to fuck off
Q: are  you a vergin<br>A: hhaahahha YES!,Yes,1,virgin,,,,No,0,
Q: are you a chomo<br>A: nahh,No,,,No,0,,Yes,3,chomo
Q: are you bulimic?<br>A: jesus  freaking no. im just really upset and confused and it makes me feeel like i have to. stfu.,Yes,7,"""""""Asking the girl if she's bulimic, causing her to become really upset.""""""",No,0,,Yes,3,stfu
Q: are you fake?<br>A: hahah no? i dont even look like a fake.,Yes,1,are you fake,No,0,,No,0,
Q: Ballfuck  she&#39;s real. Get over it. vv<br>A: haha yeah ikr,Yes,1,get over it,No,0,,No,0,
Q: Ballfuck  she&#39;s real. Get over it. vv<br>A: thankyou!!!,Yes,3,ballfuck,Yes,3,Ballfuck she's real.  Get over it.,Yes,2,Ballfuck
Q: Be nice to Jack! :P<br>A: uhhh? jack can be nicee to me  im sorry but he is being a real jerk and jack was probably the one who said this or scarlett because you didnt leave your name,No,0,,Yes,3,real jerk,No,0,
Q: Besides  the chick who&#39;s starting shit won&#39;t back it up and isn&#39;t even saying who SHE is.<br>A: amen! hahaha  its pretty much just annoying now  except its kinda a compliment people think im fake :),Yes,4,"""""""the chick who's starting shit, won't back it up""""""",Yes,5,the chick who's starting shit,Yes,8,the chick who's starting shit
Q: C cup or B cup<br>A: how about a big cup of stfu?,Yes,1,C cup or B cup,Yes,6,"""""""C cup, B cup, stfu""""""",No,0,
Q: damn go jack off watching a monkey DAMN<br>A: well,Yes,7,damn go jack off watching a monkey damn,Yes,4,"""""""""""""""damn go jack off watching a monkey DAMN""""""""""""""",No,0,
Q: damn. Flirting with another girls boyfriend. Idk what you call that where your from but in america that&#39;s what you&#39;d call a whore...<br>A: ummmmmmmmmmmmmm. i didnt no  and we were joking around the hole time. and no actually i think thats just called being ride  and i'll say sorry to the girl if i have to idc,No,0,,Yes,6,-Idk what you call that where your from but in america that's what you'd call a whore...,Yes,5,whore
Q: dearest babydoll  vv Stop trying to start shit &amp;&amp; grow the fuck up. I mean really? Is this what you do for a living is ask people if they&#39;re fake &amp;&amp; ruin peoples lives? Grow some balls  grow up  &amp;&amp; stop starting stuff(:<br>A: :) awhhhh thankyou,Yes,6,"""""""grow the fuck up, grow some balls""""""",Yes,1,grow the fuck up grow some balls,Yes,9,"""""""stop trying to start shit and grow the fuck up,grow some balls"""""""
Q: did scarlett really make out with chris in the boys bathroom!?!?!r and is now smoking pot?!?!?!r and snuck out and got drunk and gave him a hand job???<br>A: why are you asking me  ask her.,No,0,,No,,,Yes,5,"""""""""""""""did scarlett really make out with chris in the boys bathroom!?!?!r and is now smoking pot?!?!?!r and snuck out and got drunk and gave him a hand job?"""""""""""""""
Q: Do u like Justin????<br>A: hahhahaaha another one of thses questions r maybe.,No,0,,Yes,2,another one of thses questions,No,0,
Q: Do you honestly think I would leave a comment on your formspring telling you to be nice to me? I don&#39;t know who that was. PS I stuck up for you when that girl was being mean  so I&#39;m pretty sure I have been niceee<br>A: umm jack i didnt ask you to  the argument was won me and sam dominated honestly you didnt do anything to help the situation  yeah thanks that was nice. but that does not mean you've been nice.  and i dont no who did it sooo?,Yes,3,"""""""""""""""umm jack i didnt ask you to, the argument was won me and sam dominated honestly you didnt do anything to help the situation, yeah thanks that was nice.""""""""""""""",No,0,,No,0,
Q: Do you lick dick?<br>A: hahah WHAT???,Yes,2,Do you lick dick,Yes,10,Do you lick dick,Yes,1,do you lick dick?
Q: Do you want me to rain on their parade? Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers. The need to live in the real world and pull their head out of that dark place they have it shoved.<br>A: amen,Yes,3,Sure hate ignorant Texans......low level scum suckers.,Yes,5,"""""""""""""""Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers.""""""""""""""",Yes,8,hate ignorant Texans
Q: eat a dick you complain about texas all day shove it it! you just got told your suck a dick! so eat one<br>A: ummmm your great,Yes,5,"""""""Shove it, eat one, got told your suck a dick. eat a dick""""""",Yes,4,"""""""eat a dick, shove it it! you just got told your suck a dick! so eat one""""""",Yes,8,"""""""eat a dick,shove it,you just got told your suck a dick!so eat one!"""""""
Q: Ever been called a whore?<br>A: oh man  and it hurt sooo bad ;) haha people who say that dont no me.,Yes,8,Ever been called a whore,No,0,,Yes,2,
Q: ever had sex?<br>A: haha nope.,No,0,,Yes,5,ever had sex?,No,0,
Q: fake doesn&#39;t mean you look pretty?<br>A: okay  welll the question that was asked was if i was fake  as in useing someone else pictures off the internet. and really i take that as a compliment because all the people who are ''fake'' i think look reall pretty soo stfu.,Yes,5,fake doesn't mean you look pretty.,Yes,5,"""""""""""""""fake doesn't mean you look pretty""""""""""""""",Yes,4,"""""""fake, stfu"""""""
Q: Fake!<br>A: hahaha okay  1. i dont even look fake. 2. ill put up proof  3. your lame 4. i have family who commented my fs saying i wasnt sooo? lmao,No,,,Yes,4,"""""""""""""""your lame""""""""""""""",No,0,
Q: Fakeeeeee????<br>A: hahhaha no sorry.,Yes,2,fake,No,0,,No,0,
Q: Fakeeeeee????<br>A: nope  i pretty much have proof on my facebook. but hahah im realy :),Yes,3,Fakeeeeee,No,0,,No,,
Q: Fakeeeeee????<br>A: nope. i pretty much already have proof  :),No,0,,Yes,1,have proof,No,0,
Q: Girls just wanna be you Tabi since they&#39;re using your pictures. You&#39;re obviously hot (; SHE&#39;S REAL DUMB FUCKS.<br>A: hahaahhaha  im starting to take it as a compliment lmao hahahah. :DDDDDDD,Yes,6,SHE'S REAL DUMB FUCKS.,Yes,2,SHE'S REAL DUMB FUCKS,No,0,
Q: Hah wow if your so sweet and innocent why are you always like stfu and wtf. I don&#39;t buy that I&#39;m standing up for myself shit you can stand up without being a bitch. If you don&#39;t like what people say don&#39;t post unless your just looking for attention. Damn.<br>A: haha okay jordin,Yes,6,Without being a bitch. Looking for attention.,No,0,,No,0,
Q: Hahaha ohmyGod you are an actual jerk<br>A: okay.,Yes,1,,Yes,1,actual jerk,Yes,5,an actual jerk
Q: HAHAHAHA. I LOVE how they post everything anonymously. TABI ISN&#39;T FAKE. If anyone is fake it&#39;s that Cheyenne girl. Seriously  just leave Tabi alone  you dumb good for nothing people :D<br>A: hahah thankyou!! :D,No,0,,Yes,2,you dumb good for nothing people,Yes,1,
Q: Hahahahahhahaaha<br>A: >:l shut up dumpster baby.,Yes,2,"""""""""""""""shut up dumpster baby""""""""""""""",No,0,,Yes,1,shut up dumpster baby
Q: have you ever thought about doing your brother?;o<br>A: uhh eww.,No,0,,No,0,,Yes,4,doing your brother
Q: Here&#39;s an idea  how about stop trying o get hook up with Tabitha and actually find someone who can suck you 3inches dick  hahaha doubt that will ever happen. No girl likes a pevert and a douche(:<br>A: :D your perfect.,Yes,3,"""""""find someone who can suck you 3inches dick, hahaha doubt that will ever happen. No girl likes a pevert and a douche(:""""""",Yes,6,an suck you 3inches dick No girl likes a pevert and a douche,Yes,8,"""""""'find someone who can suck you 3inches dick, hahaha doubt that will ever happen' 'pevert' 'douche'"""""""
Q: Hey  stupid people! See everyone here who knows Tabi in real life? Yeah  if you&#39;re that retarded to still call her fake then you should not be operating a computer. Just saying.<br>A: hahahahahahahhhahahah oh my god i love you.,Yes,1,if you're that retarded to still call her fake then you should not be operating a computer,Yes,2,"""""""""""""""Yeah, if you're that retarded""""""""""""""",No,0,
Q: Hey all you idiots this is Tabi&#39;s sister and I know she isn&#39;t using any fake accounts so leave her alone already?-  Sam<br>A: hahahaha thanks. they think i am using fake pictures  like this isnt me,No,0,,Yes,3,Hey all you idiots. Leave her alone already,Yes,8,leave her alone already
Q: Hey i love daydrien too :D no homo<br>A: ahahahahahahahah :),Yes,5,homo,No,0,,No,0,
Q: HEY!!TABILO! I JUST READ YOUR BIO AND I LAUGHED OUT LOUD!!I LOVE YOU   QUESTION:WHAT IS YOUR FAV.SONG/MOVIE/BOOK?I DID THE QUESTIONS IN BULK TO SAVE TIME!!!!O AND GUESS WHO IT IS !!<br>A: hahahahahha god i love you keeley  you forgot to ask it anominously  but song- i cant name you by man with robot hands  movie nightmare before christmas book- weight of silence. LOCKERBUDDIES4LIFE YO!,Yes,2,I JUST READ YOUR BIO AND I LAUGHED OUT LOUD,No,0,,No,,
Q: Hoe<br>A: okay  do you really have nothing better to do  and i know who this is because there are only a couple people who dont like me  soooo. probably just say it to my face  or ill just come talk to you :),Yes,1,Hoe,Yes,2,'Hoe',Yes,3,hoe
Q: How&#39;s having like no friend&#39;s ?<br>A: hmm im not sure  i'lll tell you when that happens. i have plenty.,Yes,4,how's having like no friend's,Yes,2,How's having like no friend's,Yes,2,How's having like no friend's
Q: i bet u rite half of these to urself and put them on facebook to get attention.<br>A: oooo you caught me. bet i wrote this one to?,No,0,,No,0,,Yes,1,' i bet u rite half of these to urself and put them on facebook to get attention.'
Q: I don&#39;t fucking like like Tabitha! I don&#39;t like girls who lead on!<br>A: well.. thats..,Yes,2,"""""""Fucking like, don't like""""""",No,,,No,0,
Q: I fucking hope you move you bitch!!!!<br>A: good thing your not even showing your name. and i did to you was say i didnt wanna go to brock?,Yes,2,I fucking hope you move you bitch,Yes,5,"""""""Saying that they hope the """"""""bitch"""""""" moves away.""""""",Yes,9,I fucking hope you move you bitch!!!!
Q: i have been the one who has been calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him. your a whore.<br>A: ok  i didnt no he had one.,Yes,3,calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him. your a whore.,Yes,8,"""""""hoe, bitch, whore""""""",Yes,8,"""""""""""""""i have been the one who has been calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him."""""""""""""""
Q: i love how u have no life :):):):) <3 hahaahahahaaha. actuallyyy  you have no life for sayin that. i love my life.  i seriously laughed when i read this^^ you dont have a life  bcause no one likes you :) dumb bitch  get it striaght in your headu2665<br>A: hahahaha okay?,Yes,3,u have no life dumb bitch,Yes,4,"""""""dumb bitch,""""""",No,0,
Q: i love how u have no life :):):):) <3<br>A: hahaahahahaaha. actuallyyy  you have no life for sayin that. i love my life.,No,0,,No,0,,Yes,2,'you' have no life for 'sayin that'.
Q: i love how u toold maddi to delete this monster  when u havnt even deleted your monster. yaa  biiittch.<br>A: hahahahahaha okay  well i dont actually no how to delet it  i was looking out for my bf cuz i dont want people to say mean things to her  im tottaly fine with people saying stuff to me  but her? no.,Yes,5,biiitch,Yes,6,"""""""""""""""when u havnt even deleted your monster. yaa, biiittch.""""""""""""""",No,3,"""""""name calling """"""""bitch"""""""""""""""
Q: I love you! You know I do. And something in my heart you still feel the same way about me but you won&#39;t admit it. You are my inspiration Tabitha I can&#39;t just stop loving you. I won&#39;t I can&#39;t. I love you to much<br>A: go tell your girl friend that.,No,0,,No,0,,Yes,3,A: go tell your girl friend that.
Q: i thiink its pretty funny that your like  &quot;stfu when  you wasted your time writing that?&quot; how about you stfu and stop wasting your time replying tabi.<br>A: how about you just stop leaving stuff on my form spring? haha seriously.,Yes,3,"""""""stfu, stfu""""""",No,0,,Yes,6,"""""""""""""""how about you stfu and stop wasting your time replying tabi."""""""""""""""
Q: I think u nd Justin should go out. I no u like him alot tabi<br>A: hahahaahaha who are you?,Yes,1,I think u nd Justin should go out. I no u like him alot tabi,No,0,,No,0,
