post,label
what lip did you get pierced on youre an asshole,1
what the fuck is everyones problem with you you seem nice as far as i know thanks and i have no idea,1
what this is not cody what are you talking about xdd teehee,1
what would you do for a klondike bar absolutely nothing,1
what would you do if i had sex with your leg i would love it,1
when was the last time you matured today in the shower thinking about you,1
who are you in love with someone who most likely is not you,1
whos whose bush are you sniffing in this picture uh what o o,1
why is so mean to you whos youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre youre,1
why wont you just date brandon cadran already thats personal business,1
why would you hurt him like that thats uncool mean to whom,1
will you blow me now screw you,1
will you blow me out of my mind,1
will you please kill my grandma for me i cant do that darling,1
what the fuck you got for the freakiest bitch lol thanks for that,1
the sky is blue because of your mom,1
you are not a virgin thats not what i was told by you ahahahaha i do not know where the hell you got that from,1
you remind me of dick you,1
you think someone should have to compete for the girl they love i never said anyone had to compete its not my fault im just trying to make the best decisions and im happy with the one i made the other guy is like my best guy friend and i love him to pieces so stfu,1
youre a virgin yes i am o,1
are you a virgin no comment,1
are you bisexual,1
ask me a question okay you rape mine ill rape yours haha,1
can you go get me some maccas go get it yourself lazy bum,1
do you want me to give in to curly tops head bahaha oh my god yes please,1
dude lets have sex with the people in your background lol creep,1
eat my chicken,1
fuck me fuck yourself,1
have you ever kissed a girl lol,1
how big is your penis rigelattempts n n lol bigger then your,1
i have to hurry up and finish so i can continue wasting time i love you,1
i miss you cookie man youre amazing even if you got raped by a little kid plolnawhite i love you pie face,1
i want to have sex with you you will get it,1
im finished watching porn so what is your favorite car who is this person id like a hummer,1
i hate you too lol jokes and not much,1
i love you i love your penis,1
i love you so much sam,1
lets have sex laughing out loud you have blue waffle haha no i dont,1
okay the rape will begin in haha thanks rigel,1
sexy,1
sex sex sex spam spam spam d haha aw iloveyou pieface,1
simoa loves you but you are so annoying thanks,1
suck me fucker hahaahahahahhahha yeah yeah like that yeah oh oh oh simoa rigelattempts oh gosh lol,1
suck my meter long penis d bahaha omg yum yes please,1
yes it is a good idea to eat healthy food,1
